Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription
55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,530,Male,3,Laboratory Technician,Married,36970,3,Y,13,8,1,23,1,3,1,2,Retirement,Billion same enter green imagine mouth country.
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,531,Male,2,Healthcare Representative,Single,74570,3,Y,11,8,2,10,1,8,1,7,Unk,
44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,532,Female,2,Sales Executive,Married,21190,9,Y,15,8,0,24,3,20,3,6,Unk,
33,No,Travel_Rarely,Sales,23,4,Marketing,1,533,Female,4,Sales Executive,Divorced,39830,4,Y,12,8,0,9,3,3,1,2,Resignation,Threat high fine everyone out.
35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,534,Male,3,Sales Representative,Single,61180,0,Y,21,8,1,9,3,8,4,7,Unk,
33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,535,Female,1,Sales Executive,Single,62140,1,Y,19,8,2,14,3,13,3,8,Unk,
28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,536,Male,2,Research Scientist,Divorced,63470,1,Y,15,8,1,4,2,4,2,2,Unk,
34,No,Travel_Frequently,Sales,29,4,Marketing,1,537,Male,1,Research Scientist,Single,115100,0,Y,14,8,1,7,5,6,0,4,Unk,
37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,538,Male,4,Sales Executive,Divorced,71430,2,Y,21,8,0,8,6,1,0,0,Involuntary,Soon agency begin song.
25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,539,Female,2,Research Scientist,Married,82680,1,Y,12,8,0,7,3,7,5,6,Unk,
26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,540,Male,2,Sales Executive,Divorced,80950,1,Y,15,8,0,1,3,1,0,0,Voluntary,Tree six high notice after news.
33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,541,Male,4,Manufacturing Director,Single,29040,4,Y,13,8,0,5,2,2,2,2,Involuntary,Today policy same expert close drive drug.
42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,542,Male,4,Research Scientist,Married,60320,0,Y,14,8,0,23,2,22,13,7,Unk,
28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,543,Male,2,Manager,Divorced,29760,1,Y,14,8,0,1,3,1,0,0,Unk,
50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,544,Male,2,Research Scientist,Single,159920,3,Y,14,8,0,5,3,0,0,0,Voluntary,Push reflect pay similar movement others morning.
33,No,Travel_Frequently,Sales,9,3,Medical,1,545,Female,2,Research Scientist,Married,46490,0,Y,12,8,0,4,2,3,0,2,Unk,
34,No,Non-Travel,Sales,1,1,Marketing,1,546,Female,2,Research Director,Married,26960,3,Y,23,8,0,6,3,0,0,0,Unk,
48,No,Non-Travel,Sales,2,1,Life Sciences,1,547,Male,2,Sales Executive,Single,23700,2,Y,11,8,0,27,3,5,2,1,Resignation,Professor now audience lay box.
45,No,Non-Travel,Research & Development,1,3,Medical,1,548,Female,2,Human Resources,Married,125040,1,Y,12,8,1,15,2,15,4,12,Involuntary,Way appear summer strong.
52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,549,Male,1,Sales Executive,Single,59740,7,Y,18,8,1,18,6,8,4,0,Voluntary,Doctor good process certainly successful ask.
38,No,Travel_Rarely,Research & Development,6,2,Medical,1,550,Male,1,Research Scientist,Divorced,47360,0,Y,11,8,1,9,3,8,2,7,Unk,
29,No,Travel_Rarely,Research & Development,8,3,Medical,1,551,Female,4,Research Scientist,Divorced,52960,4,Y,14,8,0,11,3,7,1,7,Unk,
28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,552,Female,4,Laboratory Technician,Divorced,67810,0,Y,15,8,1,10,2,9,1,7,Unk,
46,No,Travel_Rarely,Research & Development,6,4,Medical,1,553,Male,3,Sales Executive,Married,21740,3,Y,11,8,1,23,3,12,4,9,Resignation,Front car keep.
38,No,Travel_Rarely,Research & Development,7,4,Medical,1,554,Male,1,Sales Executive,Single,66530,7,Y,20,8,1,10,2,1,0,0,Unk,
43,No,Travel_Frequently,Research & Development,5,3,Medical,1,555,Female,2,Laboratory Technician,Married,96990,8,Y,19,8,1,18,3,8,0,1,Resignation,In throw short war process series ground.
39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,556,Male,2,Healthcare Representative,Divorced,67550,7,Y,14,8,1,21,2,18,11,5,Unk,
40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,557,Male,1,Healthcare Representative,Single,22130,1,Y,17,8,0,21,4,20,4,9,Unk,
21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,558,Female,1,Research Scientist,Single,26100,1,Y,11,8,1,2,3,2,2,2,Retirement,If require particularly civil.
39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,559,Male,1,Laboratory Technician,Single,28510,9,Y,15,8,0,9,2,5,0,3,Resignation,Network dinner again position three.
36,No,Non-Travel,Research & Development,1,3,Medical,1,560,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9,Unk,
31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,561,Male,1,Sales Executive,Married,52580,0,Y,14,8,3,3,5,2,2,2,Retirement,Appear happen list.
28,No,Travel_Rarely,Sales,2,4,Marketing,1,562,Male,1,Sales Executive,Married,93550,0,Y,11,8,0,6,4,5,0,4,Voluntary,Successful center consider.
35,No,Travel_Frequently,Research & Development,9,2,Other,1,563,Female,1,Manufacturing Director,Divorced,104960,1,Y,13,8,1,5,2,5,0,2,Unk,
49,No,Travel_Rarely,Sales,2,2,Medical,1,564,Female,1,Sales Executive,Married,63800,6,Y,23,8,1,22,1,9,2,3,Involuntary,Follow hit perform arm.
34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,565,Male,2,Sales Executive,Single,26570,2,Y,13,8,1,5,3,3,0,2,Unk,
29,No,Travel_Frequently,Research & Development,1,4,Medical,1,566,Male,3,Research Scientist,Divorced,27160,0,Y,18,8,0,8,2,7,1,1,Voluntary,Teach left short key over.
42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,567,Female,1,Healthcare Representative,Single,22010,4,Y,12,8,1,16,3,1,0,0,Unk,
29,No,Travel_Rarely,Sales,4,2,Other,1,568,Female,2,Healthcare Representative,Married,65400,1,Y,22,8,0,10,2,10,1,2,Unk,
38,No,Travel_Rarely,Research & Development,1,3,Medical,1,569,Female,1,Human Resources,Married,38160,1,Y,13,8,2,7,2,7,5,0,Resignation,Or break sea say owner. Often guy local.
28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,570,Male,1,Manager,Divorced,52530,1,Y,15,8,0,3,2,3,0,2,Unk,
18,Yes,Non-Travel,Research & Development,2,4,Medical,1,571,Male,3,Laboratory Technician,Single,109650,1,Y,18,8,0,0,5,0,0,0,Unk,
33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,572,Male,1,Sales Executive,Single,49360,0,Y,14,8,0,6,2,5,0,3,Resignation,Performance reflect military enter color.
41,No,Travel_Rarely,Research & Development,4,2,Medical,1,573,Male,2,Research Scientist,Married,25430,3,Y,12,8,0,6,3,1,0,0,Involuntary,Ball when check interview score manager.
31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,574,Female,1,Research Director,Married,53040,1,Y,17,8,0,2,3,2,2,2,Involuntary,Stop air whole generation adult song.
37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,575,Male,3,Manufacturing Director,Divorced,166590,7,Y,16,8,1,NA,2,6,1,3,Unk,
27,No,Travel_Rarely,Research & Development,6,2,Medical,1,576,Female,1,Healthcare Representative,Married,42600,1,Y,11,8,2,4,2,4,2,2,Involuntary,Behind buy our of very claim.
34,No,Travel_Rarely,Sales,1,1,Marketing,1,577,Female,2,Laboratory Technician,Married,24760,1,Y,19,8,0,6,2,6,1,3,Voluntary,Some make teach quite range seem conference.
35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,578,Female,3,Laboratory Technician,Single,31020,1,Y,13,8,1,6,3,5,1,4,Involuntary,Enter beautiful social store.
29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,579,Male,1,Sales Executive,Married,22440,1,Y,12,8,3,11,5,11,3,10,Unk,
40,No,Travel_Frequently,Research & Development,2,4,Medical,1,580,Male,4,Human Resources,Single,75960,9,Y,11,8,0,20,0,18,2,13,Resignation,Throughout yet in serious here wish.
42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,581,Male,1,Laboratory Technician,Single,22850,0,Y,16,8,0,22,3,21,13,14,Involuntary,Recently however meeting economic.
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,582,Male,4,Laboratory Technician,Single,30340,7,Y,21,8,1,9,3,6,1,5,Voluntary,Instead story skill financial who.
35,No,Travel_Rarely,Research & Development,5,3,Medical,1,583,Male,1,Healthcare Representative,Married,57150,6,Y,24,8,2,10,0,8,1,7,Retirement,Exactly vote including easy.
24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,584,Female,1,Laboratory Technician,Single,25760,8,Y,17,8,3,6,3,4,1,2,Voluntary,West note present Mr woman family.
28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,585,Male,2,Sales Executive,Married,41970,1,Y,13,8,0,1,3,1,0,0,Resignation,Professor situation they bag interest there.
26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,586,Male,2,Sales Representative,Married,143360,1,Y,21,8,1,8,3,8,0,7,Involuntary,Get apply economy artist right benefit ground.
30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,587,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4,Unk,
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,588,Male,2,Research Scientist,Married,194060,3,Y,20,8,3,16,2,1,0,0,Retirement,I back place no three offer economic.
35,No,Travel_Rarely,Research & Development,18,5,Medical,1,589,Female,2,Research Scientist,Divorced,65380,2,Y,16,8,1,15,3,7,6,4,Unk,
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,590,Male,1,Research Director,Single,43060,0,Y,11,8,0,14,2,13,4,9,Involuntary,Friend agree stock teach price fish.
35,No,Travel_Frequently,Research & Development,3,3,Medical,1,591,Female,2,Laboratory Technician,Married,22580,1,Y,11,8,1,2,2,2,2,2,Involuntary,True system strong often experience.
43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,592,Female,3,Research Scientist,Single,45220,8,Y,15,8,1,7,3,4,1,3,Involuntary,When price group admit fall fly around.
32,No,Non-Travel,Research & Development,11,2,Other,1,593,Female,2,Research Scientist,Divorced,44870,1,Y,11,8,0,1,5,1,0,0,Retirement,Article tough away forward home. Night author so.
56,No,Travel_Rarely,Research & Development,3,2,Other,1,594,Male,2,Healthcare Representative,Divorced,44490,4,Y,15,8,0,28,3,5,4,2,Resignation,Man issue never strategy will maintain resource.
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,595,Male,1,Laboratory Technician,Married,22180,1,Y,24,8,1,10,1,10,0,8,Resignation,Section hospital clearly season history.
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,596,Male,2,Laboratory Technician,Single,191970,1,Y,12,8,0,1,2,1,0,0,Unk,
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,597,Female,2,Sales Representative,Married,132120,4,Y,13,8,0,7,4,3,0,2,Voluntary,Each wish foot person morning per significant.
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,598,Male,3,Research Scientist,Married,65770,1,Y,13,8,0,14,1,14,3,11,Involuntary,Free may every real agency as blue maintain.
20,No,Travel_Rarely,Research & Development,6,3,Medical,1,599,Male,5,Research Director,Single,83920,1,Y,17,8,0,2,5,2,1,2,Retirement,Quite none ten order.
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,600,Male,3,Sales Executive,Single,45580,1,Y,13,8,1,6,2,6,0,2,Resignation,Where forward evening huge cost share eat.
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,601,Male,1,Research Director,Divorced,40310,3,Y,12,8,1,26,3,7,4,7,Voluntary,Open test message part risk.
29,No,Travel_Rarely,Research & Development,23,3,Medical,1,602,Male,1,Sales Executive,Married,79690,0,Y,14,8,0,6,3,5,1,3,Resignation,Federal less every character section think white.
22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,603,Male,1,Sales Representative,Married,26540,0,Y,24,8,0,1,5,0,0,0,Unk,
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,604,Male,2,Research Scientist,Married,165550,8,Y,14,8,2,28,4,26,15,9,Unk,
44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,605,Male,1,Sales Representative,Single,45560,2,Y,13,8,0,6,4,0,0,0,Unk,
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,606,Female,1,Manager,Married,60910,1,Y,15,8,0,5,6,5,1,4,Voluntary,Off part culture choose strong public.
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,607,Male,2,Sales Representative,Divorced,195660,6,Y,16,8,0,5,2,1,0,0,Unk,
30,No,Travel_Rarely,Sales,20,3,Marketing,1,608,Male,3,Sales Executive,Divorced,48100,8,Y,18,8,0,8,3,4,0,3,Unk,
40,No,Travel_Frequently,Sales,9,3,Medical,1,609,Male,1,Manufacturing Director,Married,45230,5,Y,16,8,1,5,5,0,0,0,Unk,
50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,610,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2,Resignation,Teacher door money tend song.
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,611,Male,2,Research Scientist,Married,23510,1,Y,16,8,0,6,4,6,3,3,Voluntary,Accept knowledge drop bar understand.
46,No,Travel_Rarely,Research & Development,8,4,Other,1,612,Male,3,Manager,Married,17020,5,Y,21,8,0,25,2,4,0,3,Unk,
35,No,Travel_Rarely,Sales,4,4,Marketing,1,613,Male,1,Laboratory Technician,Married,180410,3,Y,20,8,1,15,3,7,1,7,Involuntary,Under follow guess lot minute able history face.
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,614,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0,Retirement,Main customer television phone staff family.
33,No,Travel_Frequently,Research & Development,9,2,Medical,1,615,Female,1,Sales Executive,Married,20970,1,Y,14,8,2,10,5,10,0,1,Retirement,Suffer consider store find up.
36,No,Travel_Rarely,Research & Development,9,2,Medical,1,616,Male,2,Sales Executive,Divorced,119350,1,Y,11,8,3,7,6,7,1,7,Unk,
30,No,Travel_Rarely,Sales,29,3,Marketing,1,617,Male,1,Sales Executive,Divorced,25460,1,Y,14,8,1,10,2,10,8,9,Resignation,Agreement particular scene also war who.
44,No,Travel_Rarely,Research & Development,3,4,Medical,1,618,Male,2,Research Scientist,Single,25640,1,Y,12,8,3,20,3,20,13,17,Unk,
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,619,Male,1,Human Resources,Single,84120,1,Y,13,8,0,2,2,2,2,2,Involuntary,Artist technology ever body provide today doctor.
46,No,Travel_Rarely,Sales,9,1,Medical,1,620,Female,1,Sales Executive,Divorced,141180,2,Y,22,8,0,12,3,6,1,4,Involuntary,Former treat check special economy.
42,No,Non-Travel,Research & Development,5,4,Medical,1,621,Male,5,Sales Executive,Married,170460,7,Y,11,8,0,10,3,4,0,3,Unk,
60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,622,Male,2,Sales Executive,Divorced,25640,0,Y,14,8,1,12,3,11,1,9,Unk,
32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,623,Female,1,Sales Executive,Married,102660,1,Y,11,8,0,2,3,2,2,2,Involuntary,Plan capital firm foreign.
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,624,Female,2,Research Scientist,Single,50700,4,Y,12,8,1,10,6,8,0,7,Unk,
36,No,Travel_Rarely,Sales,3,2,Marketing,1,625,Male,4,Healthcare Representative,Divorced,178610,2,Y,18,8,0,17,2,7,7,7,Involuntary,Her office place.
33,No,Travel_Rarely,Sales,26,2,Marketing,1,626,Male,1,Research Scientist,Married,42300,0,Y,12,8,0,15,0,14,4,10,Voluntary,Plant enjoy these drive themselves never hit PM.
40,No,Travel_Rarely,Research & Development,1,3,Medical,1,627,Female,2,Research Scientist,Divorced,37800,7,Y,12,8,0,7,2,5,1,3,Resignation,Wind commercial in ahead will realize.
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,628,Female,1,Laboratory Technician,Single,27680,0,Y,22,8,1,5,0,4,1,1,Unk,
30,No,Travel_Rarely,Sales,9,3,Marketing,1,629,Female,1,Research Scientist,Married,90710,0,Y,19,8,1,12,2,11,5,7,Unk,
42,No,Travel_Frequently,Human Resources,8,2,Medical,1,630,Male,1,Sales Executive,Married,106480,3,Y,13,8,1,20,1,1,0,0,Unk,
35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,631,Male,2,Sales Executive,Married,136100,4,Y,22,8,2,16,4,13,4,12,Unk,
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,632,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8,Unk,
54,No,Travel_Frequently,Research & Development,9,2,Medical,1,633,Male,2,Sales Representative,Divorced,29830,7,Y,14,8,1,33,2,5,1,4,Unk,
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,634,Male,5,Laboratory Technician,Married,76320,1,Y,21,8,0,10,3,10,7,7,Voluntary,Improve center sure Mr respond for recent.
19,Yes,Non-Travel,Sales,2,2,Other,1,635,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0,Unk,
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,636,Male,1,Manufacturing Director,Divorced,99500,1,Y,20,8,0,3,3,3,1,2,Involuntary,Rise activity learn step power simple sure.
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,637,Male,2,Sales Executive,Married,20930,3,Y,19,8,0,36,2,10,0,9,Unk,
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,638,Male,2,Laboratory Technician,Married,99800,1,Y,12,8,0,6,1,6,0,1,Retirement,North help rock stage someone book.
31,No,Travel_Rarely,Sales,24,1,Marketing,1,639,Female,1,Sales Executive,Single,38940,1,Y,12,8,0,10,3,10,1,8,Unk,
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,640,Male,1,Research Scientist,Single,40510,5,Y,16,8,3,13,3,6,0,5,Voluntary,Face garden central since several food.
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,641,Male,3,Laboratory Technician,Married,168350,3,Y,17,8,1,25,3,8,0,7,Unk,
49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,642,Male,2,Research Scientist,Married,62300,2,Y,14,8,0,23,2,1,0,0,Unk,
36,No,Travel_Frequently,Sales,5,2,Marketing,1,643,Female,1,Laboratory Technician,Married,47170,1,Y,19,8,1,12,3,11,0,7,Resignation,Really full stand face explain would keep energy.
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,644,Female,2,Laboratory Technician,Single,132370,5,Y,13,8,1,7,2,1,0,0,Resignation,Or add data indicate account father early these.
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,645,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,8,0,5,2,5,0,3,Involuntary,Guy ten dream. Thing he care series.
29,No,Travel_Rarely,Sales,17,4,Medical,1,646,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,8,1,6,3,6,1,0,Unk,
48,No,Travel_Rarely,Sales,1,1,Marketing,1,647,Male,2,Manufacturing Director,Single,74060,6,Y,14,8,2,25,2,1,0,0,Unk,
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,648,Female,2,Healthcare Representative,Divorced,48050,NA,Y,16,8,1,9,2,7,1,7,Voluntary,Professional usually hospital worker among.
34,No,Travel_Rarely,Sales,9,4,Medical,1,649,Female,2,Laboratory Technician,Married,27410,0,Y,15,8,1,2,3,1,0,0,Involuntary,Health American identify meeting.
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,650,Female,1,Laboratory Technician,Married,42620,7,Y,18,8,0,26,2,22,3,10,Retirement,Gun bill spend anyone.
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,651,Female,2,Research Scientist,Divorced,161840,0,Y,13,8,1,10,2,9,0,8,Unk,
19,No,Travel_Rarely,Sales,2,4,Marketing,1,652,Male,3,Laboratory Technician,Single,115570,1,Y,22,8,0,1,0,1,0,1,Voluntary,Crime west best industry right alone begin.
23,No,Travel_Rarely,Sales,2,3,Medical,1,653,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1,Resignation,Story knowledge policy. Board tax treatment.
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,654,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0,Unk,
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,655,Male,2,Research Scientist,Single,68110,1,Y,11,8,1,8,4,8,2,2,Involuntary,Imagine plant southern sound reduce.
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,656,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11,Retirement,Resource top fear shake green view great which.
55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,657,Female,2,Manager,Divorced,48590,1,Y,24,8,1,34,3,33,15,0,Unk,
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,658,Female,4,Research Scientist,Single,53370,1,Y,14,8,1,2,2,2,2,2,Unk,
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,659,Male,1,Manufacturing Director,Married,23400,2,Y,13,8,1,26,2,11,0,8,Unk,
34,No,Travel_Rarely,Sales,13,4,Medical,1,660,Male,3,Sales Representative,Single,74910,0,Y,14,8,1,4,3,3,0,2,Voluntary,Thousand both simple network let.
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,661,Male,2,Research Director,Divorced,105270,4,Y,14,8,0,31,3,29,11,10,Voluntary,Party explain perhaps.
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,662,Male,2,Research Scientist,Single,165950,6,Y,21,8,1,25,2,9,5,4,Resignation,Specific fire rate fly clearly.
34,No,Travel_Frequently,Sales,14,4,Medical,1,663,Female,3,Research Scientist,Divorced,88340,4,Y,13,8,1,15,1,11,5,10,Involuntary,Your plant win seem hair him career style.
28,No,Travel_Frequently,Research & Development,2,3,Other,1,664,Female,1,Manager,Single,55770,0,Y,19,8,0,5,3,4,0,2,Unk,
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,665,Male,2,Research Scientist,Divorced,47070,1,Y,17,8,0,26,4,25,14,13,Involuntary,Fine use card current agent.
34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,666,Male,2,Sales Executive,Married,24000,4,Y,18,8,1,14,3,10,1,8,Unk,
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,667,Male,4,Healthcare Representative,Married,98240,0,Y,19,8,0,4,2,3,2,2,Unk,
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,668,Female,1,Manager,Married,64470,6,Y,13,8,0,18,3,1,0,0,Unk,
43,No,Travel_Rarely,Research & Development,7,2,Medical,1,669,Female,1,Laboratory Technician,Single,195020,3,Y,18,8,2,23,3,21,15,17,Unk,
36,No,Travel_Rarely,Research & Development,2,4,Medical,1,670,Male,1,Healthcare Representative,Single,27250,9,Y,21,8,1,18,4,16,5,12,Voluntary,Issue loss day provide everyone white.
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,671,Female,2,Laboratory Technician,Married,62720,1,Y,19,8,1,10,3,10,0,5,Involuntary,Blue star hospital work.
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,672,Female,2,Sales Representative,Married,21270,1,Y,14,8,0,2,3,2,2,2,Involuntary,Meet fight night. Image room nation.
51,No,Travel_Frequently,Sales,21,4,Medical,1,673,Male,2,Research Scientist,Single,182000,0,Y,17,8,0,8,3,7,7,7,Retirement,Person say might throw war scientist.
30,No,Non-Travel,Research & Development,2,4,Other,1,674,Male,1,Research Scientist,Single,20960,7,Y,11,8,3,10,2,8,1,7,Unk,
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,675,Female,1,Sales Representative,Divorced,28860,3,Y,13,8,0,10,4,7,7,7,Unk,
28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,676,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2,Unk,
25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,677,Male,1,Research Scientist,Single,36220,1,Y,25,8,0,2,0,2,2,1,Involuntary,Garden sit drive assume large seat.
32,No,Travel_Rarely,Research & Development,10,4,Other,1,678,Female,1,Sales Executive,Married,42330,1,Y,11,8,0,10,5,10,0,8,Unk,
45,No,Travel_Frequently,Research & Development,19,3,Medical,1,679,Male,3,Laboratory Technician,Single,36810,3,Y,17,8,1,22,2,0,0,0,Voluntary,Others suggest generation budget large west real.
39,No,Travel_Rarely,Sales,29,1,Marketing,1,680,Female,1,Laboratory Technician,Divorced,54600,6,Y,13,8,2,21,3,19,15,2,Unk,
58,No,Travel_Rarely,Research & Development,27,3,Other,1,681,Male,2,Laboratory Technician,Divorced,21870,1,Y,18,8,1,2,1,2,2,2,Unk,
32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,682,Female,1,Sales Executive,Married,96020,1,Y,13,8,1,10,3,10,1,1,Unk,
39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,683,Male,2,Laboratory Technician,Single,28360,0,Y,20,8,0,6,3,5,0,3,Retirement,Large although outside technology office.
30,No,Travel_Rarely,Sales,9,1,Marketing,1,684,Male,4,Research Director,Married,40890,0,Y,18,8,0,10,2,9,6,7,Unk,
36,No,Travel_Rarely,Sales,1,3,Marketing,1,685,Male,2,Sales Executive,Married,166270,3,Y,12,8,0,10,5,7,1,7,Retirement,Gun fly subject those. Must member financial.
46,No,Travel_Rarely,Sales,4,3,Medical,1,686,Male,1,Research Scientist,Single,26190,6,Y,12,8,1,10,3,7,5,7,Unk,
28,No,Non-Travel,Research & Development,1,3,Medical,1,687,Male,5,Sales Executive,Married,56790,0,Y,13,8,0,10,2,9,7,5,Unk,
50,No,Travel_Rarely,Research & Development,20,2,Medical,1,688,Female,5,Laboratory Technician,Married,154020,4,Y,21,8,0,25,3,3,1,2,Unk,
40,Yes,Travel_Rarely,Sales,8,1,Other,1,689,Male,1,Laboratory Technician,Single,59850,2,Y,13,8,3,9,1,5,1,0,Unk,
52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,690,Male,3,Laboratory Technician,Single,25790,9,Y,19,8,1,10,1,8,7,7,Voluntary,Maintain program process present knowledge PM.
30,No,Travel_Rarely,Research & Development,6,4,Medical,1,691,Female,1,Sales Executive,Married,30410,1,Y,11,8,1,9,2,9,0,8,Resignation,Place impact which although.
39,No,Travel_Rarely,Research & Development,26,1,Medical,1,692,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7,Retirement,Power picture early anyone.
31,No,Non-Travel,Research & Development,1,2,Medical,1,693,Male,1,Sales Executive,Divorced,195130,1,Y,12,8,1,10,1,10,9,6,Involuntary,City mouth training radio Mrs.
